BOARD,FAMILY,NVDEC Generation,Desktop/ Mobile,# OF CHIPS,Total # of NVDEC,MPEG-1,MPEG-2,VC-1,VP8,VP9 4:2:0 8 Bit 10 Bit 12 Bit,H.264 (AVCHD) 4:2:0 8 Bit 10 Bit,H.264 (AVCHD) 4:2:2 8 Bit 10 Bit,H.265 (HEVC) 4:2:0 8 Bit 10 Bit 12 Bit,H.265 (HEVC) 4:2:2 8 Bit 10 Bit,H.265 (HEVC) 4:4:4 8 Bit 10 Bit 12 Bit,AV1 8 Bit 10 Bit
GeForce GTX Titan X / Titan Xp,Pascal,3rd Gen,D,1,1,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
Titan V,Volta,3rd Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
GeForce MX450,Turing,N/A,M,1,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
GeForce GTX 1630,Turing,4th Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO
GeForce MX550,Turing,4th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO
GeForce GTX 1650 (all variants),Turing,4th Gen,D/M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO
GeForce GTX 1660 (all variants),Turing,4th Gen,D/M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO
GeForce RTX 2060 (TU104),Turing,4th Gen,D/M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO
GeForce RTX 2070,Turing,4th Gen,D/M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO
GeForce RTX 2080,Turing,4th Gen,D/M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO
GeForce RTX 2080 Ti,Turing,4th Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO
Titan RTX,Turing,4th Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO
GeForce RTX 2050,Ampere,5th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 3050,Ampere,5th Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 3050 Laptop,Ampere,5th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 3060,Ampere,5th Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 3060 Laptop,Ampere,5th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 3070,Ampere,5th Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 3070 Laptop,Ampere,5th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 3080,Ampere,5th Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 3080 Laptop,Ampere,5th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 3090,Ampere,5th Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX MX570,Ampere,5th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX MX570 A,Ampere,N/A,M,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
GeForce RTX 3050 Ti Laptop,Ampere,5th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 3060 Ti,Ampere,5th Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 3060 Ti Laptop,Ampere,5th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 3070 Ti,Ampere,5th Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 3070 Ti Laptop,Ampere,5th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 3080 Ti,Ampere,5th Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 3080 Ti Laptop,Ampere,5th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 3090 Ti,Ampere,5th Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 4050 Laptop,Ada Lovelace,5th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 4060 Laptop,Ada Lovelace,5th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 4060,Ada Lovelace,5th Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 4060TI,Ada Lovelace,5th Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 4070 Laptop,Ada Lovelace,5th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 4070,Ada Lovelace,5th Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 4070 Super,Ada Lovelace,5th Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 4070 Ti,Ada Lovelace,5th Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 4070 Ti Super,Ada Lovelace,5th Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 4080 Laptop,Ada Lovelace,5th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 4080 16GB,Ada Lovelace,5th Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 4080 Super,Ada Lovelace,5th Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 4090 Laptop,Ada Lovelace,5th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 4090,Ada Lovelace,5th Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES
GeForce RTX 5070,Blackwell,6th Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
GeForce RTX 5070 Ti,Blackwell,6th Gen,D,1,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
GeForce RTX 5080,Blackwell,6th Gen,D,1,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
GeForce RTX 5090,Blackwell,6th Gen,D,1,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
GeForce RTX 5070 Laptop,Blackwell,6th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
GeForce RTX 5070 Ti Laptop,Blackwell,6th Gen,M,1,1,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
GeForce RTX 5080 Laptop,Blackwell,6th Gen,M,1,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
GeForce RTX 5090 Laptop,Blackwell,6th Gen,M,1,2,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
